Threshold,Precision,Recall,F1-Score
0.2,0.9078947368421053,0.9261744966442953,0.9169435215946844
0.3,0.9637681159420289,0.8926174496644296,0.926829268292683
0.4,0.9922480620155039,0.8590604026845637,0.920863309352518
0.5,0.9916666666666667,0.7986577181208053,0.8847583643122676
0.6,0.9904761904761905,0.697986577181208,0.8188976377952756
0.7,0.9878048780487805,0.5436241610738255,0.7012987012987013
0.8,1.0,0.38926174496644295,0.5603864734299517
